section	metric	group	value1	value2	value3
pcoa_position	SRR27343517	Pulmonary tuberculosis	3.243850928658822	-3.0680932950889956	False
pcoa_position	SRR27343525	Pulmonary tuberculosis	10.397475350504154	5.096087134708129	False
pcoa_position	SRR27343543	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343726	Lung cancer	6.923745588727161	-0.9153728945778695	False
pcoa_position	SRR27343738	Pulmonary tuberculosis	-3.0059774747525143	2.86252930722749	True
pcoa_position	SRR27343799	Fungal infection	9.365579230407205	0.4108076908421309	False
pcoa_position	SRR27343817	Fungal infection	12.10163915281365	4.554195867442487	False
pcoa_position	SRR27343823	Fungal infection	-6.102873759635486	9.442240516474637	False
pcoa_position	SRR27343842	Fungal infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343855	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343948	Bacterial infection	4.551418334543029	-4.263140955447348	False
pcoa_position	SRR27344047	Bacterial infection	-3.7235361309654738	-1.3190353149255918	False
pcoa_position	SRR27343222	Bacterial infection	1.5904103508710428	-9.897554412857147	False
pcoa_position	SRR27343269	Bacterial infection	6.038542002493041	-5.170860794928825	False
pcoa_position	SRR27343332	Pulmonary tuberculosis	-3.60750381853801	4.614129299546146	False
pcoa_position	SRR27343335	Bacterial infection	-8.765291730128975	5.692813609335464	False
pcoa_position	SRR27343479	Bacterial infection	3.6073697308168544	0.33174469328615663	False
pcoa_position	SRR27343499	Pulmonary tuberculosis	6.376240988803299	-5.633977339761729	False
pcoa_position	SRR27343500	Pulmonary tuberculosis	12.944004698271575	0.33600256714955506	False
pcoa_position	SRR27343515	Pulmonary tuberculosis	7.611527256970574	-1.1454249743483993	False
pcoa_position	SRR27343518	Pulmonary tuberculosis	2.18419344755911	-4.556396356259839	True
pcoa_position	SRR27343761	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343765	Pulmonary tuberculosis	-5.147687850441786	7.03619564173886	False
pcoa_position	SRR27343776	Fungal infection	-5.138831098273446	9.181185894413936	False
