run_accession	experiment_accession	biosample	sra_sample	sample_alias	submitted_sample_name	library_name	group_phenotype_fields	platform	layout	read_length_nt	spots	bases	sra_size_mib	compressed_bytes_ena_fastq	download_url	fastq_md5	host_depletion_status	source
SRR24784696	SRX20557808	SAMN35536804	SRS17863853	N100019116_L01_5.fq.gz	N100019116_L01_5.fq.gz	L554	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	45024698	2251234900	1933	1019627009	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/096/SRR24784696/SRR24784696.fastq.gz	fe46e2077fa5230939a0e80a7ce8f713	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784697	SRX20557807	SAMN35536803	SRS17863852	N100019116_L01_2.fq.gz	N100019116_L01_2.fq.gz	L553	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	48696194	2434809700	2102	1094504916	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/097/SRR24784697/SRR24784697.fastq.gz	dbed72745dde10b2b27c1cb1e11faacc	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784698	SRX20557806	SAMN35536802	SRS17863849	N100019110_L01_10.fq.gz	N100019110_L01_10.fq.gz	L552	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28791787	1439589350	1250	658763611	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/098/SRR24784698/SRR24784698.fastq.gz	3870e8a6cad1be50a282b52692ae84db	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784699	SRX20557805	SAMN35536801	SRS17863851	N100019110_L01_8.fq.gz	N100019110_L01_8.fq.gz	L551	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	23381963	1169098150	1019	535328358	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/099/SRR24784699/SRR24784699.fastq.gz	0353f929f7b7e6c89ae7453e9111c865	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784700	SRX20557804	SAMN35536306	SRS17863850	P100003464_L02_17.fq.gz	P100003464_L02_17.fq.gz	L56	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	51712313	2585615650	2269	793784116	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24784700/SRR24784700.fastq.gz	20d97be297e98ced339bd0bb13932b68	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784701	SRX20557803	SAMN35536800	SRS17863846	N100019110_L01_6.fq.gz	N100019110_L01_6.fq.gz	L550	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	29300997	1465049850	1282	671909624	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24784701/SRR24784701.fastq.gz	75068dcada80cb85e55440c754913b3f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784702	SRX20557802	SAMN35536799	SRS17863844	N100019109_L01_30.fq.gz	N100019109_L01_30.fq.gz	L549	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31798802	1589940100	1340	726869307	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24784702/SRR24784702.fastq.gz	8e777cf21f16ff04c5047811d2dde662	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784703	SRX20557801	SAMN35536798	SRS17863845	N100019109_L01_28.fq.gz	N100019109_L01_28.fq.gz	L548	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	44040176	2202008800	1770	995399622	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24784703/SRR24784703.fastq.gz	6bc4e2b834d34e28b913b6091510bd94	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784704	SRX20557800	SAMN35536797	SRS17863847	N100019099_L01_32.fq.gz	N100019099_L01_32.fq.gz	L547	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	26499991	1324999550	1183	605626362	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/004/SRR24784704/SRR24784704.fastq.gz	6f5d2b149caed27c58eb2f74bdc7c65d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784705	SRX20557799	SAMN35536796	SRS17863848	N100019099_L01_30.fq.gz	N100019099_L01_30.fq.gz	L546	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	24494031	1224701550	1097	560889599	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/005/SRR24784705/SRR24784705.fastq.gz	ad09d0c2c7268f968c79efb405911e59	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784706	SRX20557798	SAMN35536795	SRS17863841	N100019099_L01_28.fq.gz	N100019099_L01_28.fq.gz	L545	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	21686803	1084340150	960	495841350	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24784706/SRR24784706.fastq.gz	202a0f66c307d6c4d4278dc9e22d66c8	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784707	SRX20557797	SAMN35536794	SRS17863840	N100019099_L01_26.fq.gz	N100019099_L01_26.fq.gz	L544	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	10805915	540295750	481	249080973	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/007/SRR24784707/SRR24784707.fastq.gz	faed1d475a09cfb47d86c3ee7a0ab5e9	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784708	SRX20557796	SAMN35536793	SRS17863842	N100019099_L01_22.fq.gz	N100019099_L01_22.fq.gz	L543	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34850765	1742538250	1545	788370672	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/008/SRR24784708/SRR24784708.fastq.gz	656fc86f65797f17e1a6d5c912f0d0eb	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784709	SRX20557795	SAMN35536792	SRS17863843	N100019099_L01_18.fq.gz	N100019099_L01_18.fq.gz	L542	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	23758046	1187902300	1069	542912602	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/009/SRR24784709/SRR24784709.fastq.gz	6158b0e432455a7bb63a88abce9fc0e3	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784710	SRX20557794	SAMN35536791	SRS17863837	N100019093_L01_2.fq.gz	N100019093_L01_2.fq.gz	L541	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	47420012	2371000600	1966	1070104412	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/010/SRR24784710/SRR24784710.fastq.gz	958ed770ac86b74cccd58838a8953def	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784711	SRX20557793	SAMN35536305	SRS17863838	P100003482_L04_17.fq.gz	P100003482_L04_17.fq.gz	L55	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	42239369	2111968450	1865	667568504	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/011/SRR24784711/SRR24784711.fastq.gz	a14120da98ca83da45d40be771a3dfd3	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784712	SRX20557792	SAMN35536790	SRS17863839	N100019093_L01_10.fq.gz	N100019093_L01_10.fq.gz	L540	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28046698	1402334900	1186	638906991	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/012/SRR24784712/SRR24784712.fastq.gz	27b651b42c5ec1efa3e8785eeaf85c7f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784713	SRX20557791	SAMN35536789	SRS17863835	N100019093_L01_8.fq.gz	N100019093_L01_8.fq.gz	L539	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	32926965	1646348250	1373	747256927	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/013/SRR24784713/SRR24784713.fastq.gz	8b638887f30b24a49bdd8f005d003c3f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784714	SRX20557790	SAMN35536788	SRS17863836	N100019093_L01_6.fq.gz	N100019093_L01_6.fq.gz	L538	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	39613777	1980688850	1682	899008808	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/014/SRR24784714/SRR24784714.fastq.gz	48574b4fd14220f747b5bb6d34e23fe2	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784715	SRX20557789	SAMN35536787	SRS17863829	N100019093_L01_5.fq.gz	N100019093_L01_5.fq.gz	L537	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	37961166	1898058300	1553	862636015	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/015/SRR24784715/SRR24784715.fastq.gz	407ab28d4d4049e86ded97d41ec57324	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784716	SRX20557788	SAMN35536786	SRS17863832	N100019093_L01_4.fq.gz	N100019093_L01_4.fq.gz	L536	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	32701344	1635067200	1375	743791919	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/016/SRR24784716/SRR24784716.fastq.gz	83e389d980190a510715c17e070f579b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784717	SRX20557787	SAMN35536785	SRS17863834	N100019045_L01_8.fq.gz	N100019045_L01_8.fq.gz	L535	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28632796	1431639800	1171	651349538	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/017/SRR24784717/SRR24784717.fastq.gz	c854ccc981337fd1044a00d6a58a3a94	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784718	SRX20557786	SAMN35536784	SRS17863830	N100019045_L01_6.fq.gz	N100019045_L01_6.fq.gz	L534	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	52509644	2625482200	2154	1183578500	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/018/SRR24784718/SRR24784718.fastq.gz	500571de2af734dfe26fafa0919d8e52	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784719	SRX20557785	SAMN35536783	SRS17863831	N100019045_L01_5.fq.gz	N100019045_L01_5.fq.gz	L533	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28424617	1421230850	1154	649641498	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/019/SRR24784719/SRR24784719.fastq.gz	7195899c208f8fcb8b14d295ed55fd43	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784720	SRX20557784	SAMN35536782	SRS17863833	N100019041_L01_10.fq.gz	N100019041_L01_10.fq.gz	L532	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35964947	1798247350	1619	822361424	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/020/SRR24784720/SRR24784720.fastq.gz	ba8370d8b0a1b9615e22157b2754200c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784721	SRX20557783	SAMN35536781	SRS17863828	N100019035_L01_10.fq.gz	N100019035_L01_10.fq.gz	L531	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	19326421	966321050	853	442258363	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/021/SRR24784721/SRR24784721.fastq.gz	4ef13093c8f4fe355bdcbe96df8dd323	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784722	SRX20557782	SAMN35536304	SRS17863827	P100003482_L04_16.fq.gz	P100003482_L04_16.fq.gz	L54	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	30901248	1545062400	1384	649801650	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/022/SRR24784722/SRR24784722.fastq.gz	d929c4f8f52cb3e7ff6b64ac2195b6e8	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784723	SRX20557781	SAMN35536780	SRS17863825	N100019035_L01_8.fq.gz	N100019035_L01_8.fq.gz	L530	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	20461184	1023059200	900	467621566	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/023/SRR24784723/SRR24784723.fastq.gz	acd93e027105cb2f23fb45b55da96c41	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784724	SRX20557780	SAMN35536779	SRS17863824	N100019035_L01_6.fq.gz	N100019035_L01_6.fq.gz	L529	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	45365499	2268274950	1990	1024298373	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/024/SRR24784724/SRR24784724.fastq.gz	b3470d12bbb9018a4476ab8166e9ee48	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784725	SRX20557779	SAMN35536778	SRS17863822	N100019035_L01_5.fq.gz	N100019035_L01_5.fq.gz	L528	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	17898447	894922350	781	407717998	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/025/SRR24784725/SRR24784725.fastq.gz	4e0f970bbc9b107d016db46c285907f1	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784726	SRX20557778	SAMN35536777	SRS17863823	N100019033_L01_6.fq.gz	N100019033_L01_6.fq.gz	L527	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	27999493	1399974650	1224	639117958	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/026/SRR24784726/SRR24784726.fastq.gz	77fe11848a37f93fedc5c7565581ec79	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784727	SRX20557777	SAMN35536776	SRS17863820	N100019033_L01_5.fq.gz	N100019033_L01_5.fq.gz	L526	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	37694514	1884725700	1605	856490933	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/027/SRR24784727/SRR24784727.fastq.gz	dca99c1465e72435e58d28df55c7b21a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784728	SRX20557776	SAMN35536775	SRS17863821	N100019033_L01_4.fq.gz	N100019033_L01_4.fq.gz	L525	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	42282065	2114103250	1832	956063176	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/028/SRR24784728/SRR24784728.fastq.gz	b96e5d56f45a4cfc91fc975a0fff0ec3	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784729	SRX20557775	SAMN35536350	SRS17863818	P100002295_L04_13.fq.gz	P100002295_L04_13.fq.gz	L100	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34034748	1701737400	1539	739535806	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/029/SRR24784729/SRR24784729.fastq.gz	a49ee22ad9b9b863da6d54df56a80e7f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784730	SRX20558207	SAMN35536774	SRS17864252	N100019015_L01_7.fq.gz	N100019015_L01_7.fq.gz	L524	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	18267402	913370100	827	424144119	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/030/SRR24784730/SRR24784730.fastq.gz	e390341036f6042b0651ffe9ec7fd56a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784731	SRX20557774	SAMN35536349	SRS17863819	P100002295_L02_13.fq.gz	P100002295_L02_13.fq.gz	L99	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33852376	1692618800	1536	729552597	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/031/SRR24784731/SRR24784731.fastq.gz	e955cae06f628d5cbacf0afb705855af	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784732	SRX20557773	SAMN35536348	SRS17863816	V350011298_L03_8.fq.gz	V350011298_L03_8.fq.gz	L98	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31072766	1553638300	1344	690070547	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/032/SRR24784732/SRR24784732.fastq.gz	864ad450679a368a21445af142702d7f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784733	SRX20557772	SAMN35536347	SRS17863815	V350011298_L01_8.fq.gz	V350011298_L01_8.fq.gz	L97	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34228813	1711440650	1479	759892088	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/033/SRR24784733/SRR24784733.fastq.gz	c5d469fa109ff08981d14241b35f2c62	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784734	SRX20557771	SAMN35536346	SRS17863813	V350042676_L01_4.fq.gz	V350042676_L01_4.fq.gz	L96	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	47911544	2395577200	1998	1072738277	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/034/SRR24784734/SRR24784734.fastq.gz	4c9944bc66f5b604928df0339a375fb2	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784735	SRX20557770	SAMN35536345	SRS17863814	V300023794_L03_23.fq.gz	V300023794_L03_23.fq.gz	L95	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	50176935	2508846750	2097	1212608968	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/035/SRR24784735/SRR24784735.fastq.gz	d5000292b788255a333f7678d2952916	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784736	SRX20557769	SAMN35536344	SRS17863812	V300094685_L01_25.fq.gz	V300094685_L01_25.fq.gz	L94	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	68403623	3420181150	2906	1567426293	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/036/SRR24784736/SRR24784736.fastq.gz	7ce0c180a356d305997ec78b6ac2e54c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784737	SRX20557768	SAMN35536343	SRS17863811	V350015024_L01_6.fq.gz	V350015024_L01_6.fq.gz	L93	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35293501	1764675050	1528	794999355	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/037/SRR24784737/SRR24784737.fastq.gz	cd5fe01570ea377e05e0650f13c655d3	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784738	SRX20557767	SAMN35536342	SRS17863809	V350015024_L03_6.fq.gz	V350015024_L03_6.fq.gz	L92	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35012416	1750620800	1523	788835781	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/038/SRR24784738/SRR24784738.fastq.gz	34cd42c36e287aefdf3da2cb06b98ac8	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784739	SRX20557766	SAMN35536341	SRS17863810	V300097376_L01_4.fq.gz	V300097376_L01_4.fq.gz	L91	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	24843960	1242198000	1101	557892597	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/039/SRR24784739/SRR24784739.fastq.gz	8e59c8ce027cf8d51026ece2f2d14b3b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784740	SRX20557765	SAMN35536260	SRS17863826	P100002635_L03_22.fq.gz	P100002635_L03_22.fq.gz	L10	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	32671078	1633553900	1542	721068622	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/040/SRR24784740/SRR24784740.fastq.gz	336306bd73e4b1b7727e7a375e5b78a5	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784741	SRX20557764	SAMN35536340	SRS17863806	P100003149_L04_28.fq.gz	P100003149_L04_28.fq.gz	L90	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	59105808	2955290400	2742	1285965835	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/041/SRR24784741/SRR24784741.fastq.gz	f51fb238875edbf6b9710ecd6d597b07	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784742	SRX20557763	SAMN35536339	SRS17863805	P100003149_L01_32.fq.gz	P100003149_L01_32.fq.gz	L89	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	38945315	1947265750	1733	538616513	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/042/SRR24784742/SRR24784742.fastq.gz	9a83db19226045fe81a5f447909d8fd1	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784743	SRX20557762	SAMN35536338	SRS17863801	V300037508_L04_11.fq.gz	V300037508_L04_11.fq.gz	L88	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	30492173	1524608650	1313	690104306	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/043/SRR24784743/SRR24784743.fastq.gz	15aa1c863dab47642d41d1e2bfa8f2a3	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784744	SRX20557761	SAMN35536337	SRS17863817	P100004415_L02_11.fq.gz	P100004415_L02_11.fq.gz	L87	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	77572302	3878615100	3364	987644511	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/044/SRR24784744/SRR24784744.fastq.gz	d12429d27b25777982561de434d24798	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784745	SRX20557760	SAMN35536336	SRS17863807	V300035308_L03_1.fq.gz	V300035308_L03_1.fq.gz	L86	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	47671755	2383587750	2033	1088192774	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/045/SRR24784745/SRR24784745.fastq.gz	a512457bf5a8020f779c72a515bb9d58	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
